unique_id,company,business_dba,street,city,state,zipcode,bq_id,bq_legal_entity_id
10170,Wyatt Construction LLC,Wyatt Construction,38314 Providence Church Rd,Delmar,DE,19940-3139,100009688627,BQ_US_DE_2026668
10176,Curry N Grill LLC,Curry N Grill LLC,7592 Donora Ln,Columbus,OH,43235-1920,100023682816,BQ_US_OH_2234229
10179,Cherservices LLC,Cherservices,4136 NE 9th St,Homestead,FL,33033-5878,100021151154,BQ_US_FL_L21000058274
10181,"Aristocrat Paint Contracting, Inc.",Aristocrat Paint Contracting,19 W Jefryn Blvd,Deer Park,NY,11729-5749,100014836357,BQ_US_NY_1568033
10183,Onyx Blasting & Coating LLC,,2309 Florida Blvd,Delray Beach,FL,33483-4905,100048071695,BQ_US_FL_L20000015121
10190,Clackeys,Clackeys,1118 Radcliffe Dr,Davis,CA,95616-0945,100021673985,BQ_US_CA_4110182
10191,the Plumbing Crew LLC,The Plumbing Crew,915 Ward Rd,Gadsden,AL,35903-4598,100008748935,BQ_US_VA_S3751171
10206,North American Firewood Exchange - Colorado,North American Firewood Exchange,27866 Meadow Dr Unit 3,Evergreen,CO,80439-8345,100046932654,BQ_US_CO_20201966085
10209,Firecrest Carriers Inc,,6916 Mineral Ridge Dr,El Paso,TX,79912-7694,100029021218,BQ_US_TX_0803816714
10219,Hoyt LLC,Hoyt,3450 Bishop Rd,Emmett,ID,83617-8808,100004127667,BQ_US_MD_W11345113
1022,Creative Kingdom Logistics Inc,,552 S Belmont St Unit F,Glendale,CA,91205-1815,100023202027,BQ_US_CA_4294076
10220,Next Recovery LLC,Next Recovery,6815 NW 52nd Ter,Gainesville,FL,32653-8312,100046692912,BQ_US_FL_L20000168571
10221,aarzoo llc,Aarzoo,2600 W 65th St,Little Rock,AR,72209-8516,100012140032,BQ_US_AR_811224019
10224,"Bluegrass Safe & Locks, LLC",Bluegrass Safe & Locks,1828 N Laurel Rd,London,KY,40741-6053,100018895323,BQ_US_KY_1042154
10225,Ground Logistics Services Corporation,Ground Logistics Services,118 Catalonia,Irvine,CA,92618-8882,100032204212,BQ_US_CA_4660708
10228,"2M Textile, Inc.",2M Textile,2537 E 54th St,Huntington Park,CA,90255-2508,100010589441,BQ_US_CA_4083143
10229,santos arteaga,Santos Remodeling,12706 Old Pine Ln,Houston,TX,77015-2034,100069736893,
10232,Big Brown Carriers LLC,Big Brown Carriers,1550 Red Clover Ln,Hemet,CA,92545-8766,100017176174,BQ_US_CA_202110510076
10234,"West Coast Soul, LLC",Blaqhaus,16 Atlanta St SE,Marietta,GA,30060-1904,100009421184,BQ_US_CA_201902510764
10238,"Caballero Plumbing, Inc.",Caballero Plumbing,7225 NW 46th St,Miami,FL,33166-6422,100019396208,BQ_US_FL_P96000053518
1024,Raw Boss Solutions LLC,,7601 Hilltop Way,College Park,GA,30349-7960,100052058446,BQ_US_GA_22083368
10241,Mbs Construction & Services.llc,Mbs Construction And Services,630 Southern Ave,Lakeland,FL,33815-3849,100005620268,BQ_US_GA_06104824
10246,721 Powersports LLC,721 Powersports,130 S 8th St,Lakeside,OR,97449-9741,100011459713,BQ_US_OR_180505191
1025,Nevadium Transportation LLC,,797 3rd Ave,Bristol,PA,19007-3219,100046404410,BQ_US_PA_7492673
10251,"Uriarte Trucking, LLC",Uriarte Trucking,212 W Aspen Ave,Gilbert,AZ,85233-3900,100064094997,BQ_US_AZ_23140030
10256,"Montessori In Miami Gardens, Llc.",Miami Gardens Montessori Preschool,18982 NW 2nd Ave,Miami,FL,33169-4045,100045076616,BQ_US_FL_L19000193876
10264,"Costello Housing Solutions, Incorporated",Costello Housing Solutions,1502 Maurino Ln,Los Angeles,CA,90047-5356,100023020306,BQ_US_CA_4688309
10266,Fast Transport of Florida Inc,,PO Box 453503,Kissimmee,FL,34745-3503,100003145081,BQ_US_FL_P20000098718
10267,Justin's Investments LLC,Justin's Investments,3503 W Midwest St,Hobbs,NM,88240-8628,100004720306,BQ_US_TX_0803358504
10273,Chobis General Company,Chobis General Company,5202 La Ventura Dr E # 5,Jacksonville,FL,32210-9301,100021239126,BQ_US_FL_P21000024474
10275,Arch Transport LLC,Arch Transport LLC,44653 Rosario Ave,Lancaster,CA,93535-6144,100000724595,BQ_US_CA_201524010157
10281,"Orchid Company, LLC",Bangkok Orchid Thai Restaurant,3311 W Airport Fwy,Irving,TX,75062-5937,100006480416,BQ_US_MD_W20214656
10282,Delphin Transportation Services LLC,Delphin Transportation Services,721 NW 175th Dr,Miami Gardens,FL,33169-4709,100024737034,BQ_US_FL_L20000087329
10283,FCBA Academy,Bay Area Surf,1881 Blackford Ln,San Jose,CA,95125-5309,100028612353,BQ_US_CA_4647094
10288,Noahs Mobile Tire and Auto Solutions,Tires Unlimited of Jacksonville,2060 W 21st St,Jacksonville,FL,32209-4746,100046956118,BQ_US_FL_L21000309131
10292,P2 Precision Mfg LLC,P2 Precision Mfg,7815 E 500 S,Pierceton,IN,46562-9774,100048572463,BQ_US_IN_201904081315383
10296,Tie Point Fiber LLC,Tie Point Fiber,9780 Woodriff Cir,Leland,NC,28451-4402,100062238199,BQ_US_NC_1959635
10301,Big Shoulders Logistics LLC,Big Shoulders Logistics,300 S Raven Rd,Shorewood,IL,60404-9419,100017298872,BQ_US_IN_202306211701822
10306,L'Infini Distributions LLC,L'infini Distributions,11380 SW 43rd Dr Apt 6313,Miramar,FL,33025-8015,100039505141,BQ_US_FL_L17000057026
10311,B Skinny Global,"Bskinny Global,",7756 Woodsmuir Dr,Palm Beach Gardens,FL,33412-1611,100071019303,
10314,Zen Japanese Bistro LLC,Zen Japanese Grill and Sushi Bistro,1703 N Causeway Blvd Ste F,Mandeville,LA,70471-8615,100067245725,BQ_US_LA_44009373K
10322,Ecom Express Inc.,Ecom Express,1232 Armorlite Dr Apt 302,San Marcos,CA,92069-1608,100002817271,BQ_US_CA_4720428
10324,"805 Maintenance, Inc.",805 Maintenance,1270 Pamela Ct,Templeton,CA,93465-9754,100011536567,BQ_US_CA_4688575
10326,Jd Furniture and Decor LLC,JD Furniture And Decor,2520 N Broad St,Philadelphia,PA,19132-4013,100036727881,BQ_US_PA_7172643
10329,Qualified Carpentry Co. LLC,Qualified Carpentry Co,4005 W 83rd St,Sioux Falls,SD,57108-6008,100051376868,BQ_US_SD_DL178650
10331,Spring Tavern,Spring Tavern,24401 Aldine Westfield Rd Ste A,Spring,TX,77373-5950,100008166563,BQ_US_PA_1078850
10332,MAGIK AUTO BODY CORP,Magik Auto Body,737 E Washington Blvd,Los Angeles,CA,90021-3016,100042189471,BQ_US_CA_4279331
10333,Measure Group LLC,Restoration 1 of Orange County,120 Measure,Irvine,CA,92618-1305,100005615708,BQ_US_CA_202006910035
10334,the Karibbean Lounge LLC,The Karibbean Lounge,662 Main St,Hyannis,MA,02601-5413,100061085153,BQ_US_MA_001422933
10336,"Hello Beauty Brow and Lash Bar, LLC","Hello Beauty Bar, LLC",1085 Bland St,Norfolk,VA,23513-3329,100033491511,BQ_US_VA_11189722
10337,"Oca Construction, LLC",OCA Construction,5810 NW 104th Path,Doral,FL,33178-2616,100006356908,BQ_US_AR_100209033
10344,Valhalla Contracting Corp.,Valhalla Contracting,PO Box 125,Valhalla,NY,10595-0125,100009153191,BQ_US_NY_5217618
10345,Right Track Trucking & Transportation LLC,"Right Track Trucking & Transportation, LLC",130 Cadiz Ct,Vallejo,CA,94591-6709,100053440586,BQ_US_CA_4693425
10352,"Bailey Power, Llc.",Bailey Power,1211 E La Fortuna Ct,San Tan Valley,AZ,85140-8138,100000967270,BQ_US_AZ_23067202
10353,"Hartley Bridge Texaco, Inc",Light Mart // Texaco,4535 Hartley Bridge Rd,Macon,GA,31216-5501,100033011337,BQ_US_GA_20164161
10354,Jr Tile Creations Inc.,Jr Tile Creations,243 Joannie Way,Vista,CA,92083-7608,100037787274,BQ_US_CA_4567798
10356,Jeremy Ray LLC,Plugged In Studios,304 N Eugene St Apt 303,Greensboro,NC,27401-4960,100006784368,BQ_US_SC_973775
10357,"Little Angelo's Food Service, Inc.",Little Angelo's Food Service,5 Premier Ct,Nesconset,NY,11767-1076,100041001520,BQ_US_NY_5875262
1036,Khamari General Contractors LLC,,840 Columbus Ave Apt 11F,New York,NY,10025-4512,100038823366,BQ_US_NY_5948376
10366,Golden Gate Bistro Restaurant Inc,Golden Gate Bistro Restaurant,803 Wright Ave Unit 101,Richmond,CA,94804-3639,100031540316,BQ_US_CA_4689305
10368,"Naranjo Pallets, Inc.",Naranjo Pallets,1619 W Mines Ave,Montebello,CA,90640-5415,100045975084,BQ_US_CA_4692421
10373,"Lunar Electric, Inc.",Lunar Electric,1722 R E Gore Dr SW,Supply,NC,28462-5108,100005367539,BQ_US_FL_P93000023513
10374,Natural Creations LLC,Natural Creations,20451 SW 216th St,Miami,FL,33170-1106,100046010771,BQ_US_FL_L21000473792
10376,318 Construction LLC,Nail Tech,1917 Olive St,Monroe,LA,71201-6505,100000090217,BQ_US_LA_43312496K
10381,Leni's Window Tints LLC,Leni's Windows Tints,2670 Clearbrook Blvd,York,PA,17406-3011,100040502117,BQ_US_PA_6664327
10384,Garden State Cargo Inc.,Garden State Cargo,6167 Cedar Ave,Pennsauken,NJ,08109-2317,100068703495,
10388,Znj Inc,Znj,1810 SW 15th Pl,Cape Coral,FL,33991-3243,100009705137,BQ_US_CA_2461072
10398,Ats - Al Inc,Ats Al,884 Plantation Way,Montgomery,AL,36117-2217,100015306712,BQ_US_AL_000-837-788
104,T2 Sports LLC,,405 Shelly St,Whitehouse,TX,75791-3261,100008466531,BQ_US_DE_4450521
10401,Besky Transportation LLC,Besky Transportation,12021 NW 31st St,Sunrise,FL,33323-1206,100016939950,BQ_US_FL_L20000178329
10403,Mini Milestones Childcare Academy,Mini Milestones Childcare Academy,10889 N US Highway 301,Oxford,FL,34484-3600,100044437625,BQ_US_FL_L21000480133
10404,Holdings Management Company,HMC,7190 Oakland Mills Rd Ste 1,Columbia,MD,21046-1397,100034044951,BQ_US_MD_D20126561
10416,Holmes Trucking LLC,Holmes Trucking,4526 S Liberty St,New Orleans,LA,70115-5951,100004077109,BQ_US_OR_68749895
10418,Worldwide Tech Inc.,WorldWide Tech,9971 Woodbend Dr,Saline,MI,48176-9490,100009673684,BQ_US_DE_4646337
1042,Mtj Logistics LLC,,2351 NE 51st Ave Apt 307,Portland,OR,97213-2551,100006009426,BQ_US_TN_001202039
10422,L'Afrique Market LLC,L'afrique Market,2011 S State St Ste 104,Chicago,IL,60616-2173,100039486598,BQ_US_IL_LLC_09156941
10424,"Inspired By Taste, Inc.",A Matter of Taste,115 E Main St,Ripon,CA,95366-2416,100035317099,BQ_US_CA_4523866
10426,"True Framing, Inc.",True Framing,111 Ashley Dr,Salisbury,NC,28147-8255,100063294945,BQ_US_NC_1793878
10427,"Avallation, LLC",Avallation LLC,7950 Legacy Dr,Plano,TX,75024-4110,100000893728,BQ_US_TX_0803990976
10438,"Southern Site Prep, LLC",Southern Site Prep,4810 Tower Rd,Land O Lakes,FL,34638-3005,100008039081,BQ_US_FL_L20000394897
10444,Srv Home Renovations Inc,SRV Homes,5133 Klee Mill Rd S,Sykesville,MD,21784-9229,100058042981,BQ_US_MD_D21275292
10446,Alpen Woodworks LLC,Alpen Woodworks,202 Windham Hill Rd,West Townshend,VT,05359-9704,100013529203,BQ_US_VT_0364692
10448,"Venacare NW, Inc.",Venacare NW,6464 SW Borland Rd Ste C5,Tualatin,OR,97062-8856,100064400994,BQ_US_OR_167737791
10456,09/01/19,Executive Investigation Consultants,29 Stoneridge Dr Ste 205,Waynesboro,VA,22980-6598,100003066099,BQ_US_VA_S8449714
10458,J.A.D. Tile LLC,J.A.D. Tile,9045 W Monte Vista Rd,Phoenix,AZ,85037-3870,100004501082,BQ_US_AZ_23112787
10462,What If Hospitality LLC,Big Sky Motel,740 Main St,Roundup,MT,59072-2430,100067780433,BQ_US_MT_C1171969
10469,Peach State Contracting Service Inc,Peach State Contracting Service INC,4815 Spring Park Cir,Suwanee,GA,30024-7346,100049329578,BQ_US_GA_12082452
10474,"Behar Industries, LLC","Behar Industries,",5970 S Jakemp Trl,Tucson,AZ,85747-6003,100016727680,BQ_US_AZ_1923695
10478,The Furnace Guy LLC,The Furnace Guy,552 Clayton Cir,Sycamore,IL,60178-8908,100008685961,BQ_US_IL_LLC_09523405
10480,"Boston Mais Enterprises, Corp.","Boston Mais Enterprises,",12 Westgate Dr Apt 106,Woburn,MA,01801-6439,100018093231,BQ_US_MA_001452150
10482,Cornerstone Specialties LLC,Cornerstone Specialties,146 Brianna Cir,Savannah,GA,31419-8148,100002138620,BQ_US_MT_C207210
10491,Ruben Zamora Jr P.A.,Ruben Zamora Jr PA,27260 Shriver Ave,Bonita Springs,FL,34135-5449,100054421326,BQ_US_FL_P21000044471
10495,Testimony Auto LLC,,4835 Belair Rd,Baltimore,MD,21206-5732,100060245869,BQ_US_MD_W19648120
1050,Starseed Productions LLC,,19 Dorothy Dr,Troy,MO,63379-2801,100058165119,BQ_US_MO_LC014393885
10500,Evolve Logistics LLC,Evolve Logistics,2915 Gilead Ave,Zion,IL,60099-3158,100003066430,BQ_US_GA_19165959
10503,Mercatropic Corp.,Mercatropic,3901 San Efrain,Mission,TX,78572-3838,100043705301,BQ_US_TX_0163197900
10509,D&E Communications LLC,D&E Communications,451 Prestwick Blvd,San Antonio,TX,78223-2437,100002345305,BQ_US_UT_6910801-0160
1051,Jpac Transport LLC,,4558 French St,Tyner,IN,46572-3201,100004718154,BQ_US_OH_3963827
10510,Orphic Logistics L.L.C.,Orphic Logistics,5521 Wilke Farm Ave,Louisville,KY,40216-1269,100048145727,BQ_US_KY_1125278
10513,Sreya Trucking LLC,Sreya Trucking,2204 4th St SW,Ruskin,FL,33570-5602,100058059169,BQ_US_FL_L21000097745
10516,H&S Granite and Marble Inc,H&S Granite And Marble,7 Dane St,Everett,MA,02149-3309,100032599792,BQ_US_MA_001408646
10519,"Cast Iron Specialists, LLC",Cast Iron Specialists,530 NE 35th St,Pompano Beach,FL,33064-4419,100020339785,BQ_US_FL_L20000114882
10521,"Wendy & Big J, LLC",Spicy & Big Js Mayo Marina,2428 Bowmantown Rd,Roxboro,NC,27574-4500,100065570328,BQ_US_NC_2008669
10523,Millenium Solution Services LLC,Millenium Solution Services,3935 NW 26th St,Miami,FL,33142-6727,100044342162,BQ_US_FL_L20000188165
10530,P M Serpe Stable Inc,PM Serpe Stable,2412 NE 9th St,Hallandale Beach,FL,33009-2864,100048381015,BQ_US_FL_P17000012422
10531,"Penson and Green Security, LLC",P and G Residential Services,6723 S Parnell Ave Apt 1,Chicago,IL,60621-2775,100049324235,BQ_US_IL_LLC_09327479
10532,Socal Executive Car Service Inc,Socal Executive Car Service,2 Enterprise Apt 1108,Aliso Viejo,CA,92656-7078,100057205325,BQ_US_CA_4697210
10533,Straight Shot Enterprises LLC,Straight Shot Enterprises,1733 SW 14th St,Cape Coral,FL,33991-2326,100008222530,BQ_US_ND_0000166148
10534,Brothers & Brothers Utility Services LLC,Brothers & Brothers Utility Services,20431 Verde Canyon Dr,Katy,TX,77450-5414,100018697830,BQ_US_TX_0804077155
10539,"Watson Healthcare, LLC",Watson Healthcare,413 5th Ave NW Ste A,Jasper,FL,32052-7801,100009362579,BQ_US_MO_LC001414433
10540,Elite Mia LLC,Acosta Cars,1250 NW 122nd Ave,Plantation,FL,33323-2420,100002905490,BQ_US_FL_L20000024772
10544,"Amna's Restaurant , LLC",Amnas Restaurant,695 Park Ave,Bloomfield,CT,06002-2402,100014099927,BQ_US_CT_1366083
1055,Bee Joyful Shop L.L.C.,,243 S Kalamazoo Mall,Kalamazoo,MI,49007-4812,100016717050,BQ_US_MI_802437962
10550,Clear River LLC,VPTS Trucking,11451 Middle Ave,Manassas,VA,20112-3123,100065026956,BQ_US_VA_S5005576
10551,"Premier Rail & Construction, LLC","Premier Rail & Construction,",408 E Buchanan St,Richmond,MO,64085-1808,100050563778,BQ_US_MO_LC1780268
10553,Clean Too Clean LLC,Clean Too Clean,22 Washington Ave N,White Plains,NY,10603-2205,100021806646,BQ_US_NY_5819646
10554,Cejay Enterprises of Louisiana LLC,Cejay Enterprises of Louisiana,202 N Thomas Dr,Shreveport,LA,71107-6539,100070668480,
10559,Searcy's Logistics LLC,Searcy's Logistics,221 N Back River Rd,Hampton,VA,23669-3420,100055662433,BQ_US_VA_11160314
10561,Behind The Button Inc,Frox,17 N 7th St,Perkasie,PA,18944-1410,100070766036,
10569,Pop and Sons Transportation LLC,Pop and Sons Transportation,719 Granite Dr,Easley,SC,29642-7310,100050250067,BQ_US_SC_1139712
10570,Va Auto Collision Inc,Va Auto Collision,14048 SW 139th Ct,Miami,FL,33186-5550,100064235983,BQ_US_FL_P19000065309
10574,Perfect Choice Home Care Services L.L.C.,Perfect Choice Home Care Services .,219 S Cherry St,Haughton,LA,71037-9128,100049375835,BQ_US_LA_44190967K
10577,Lly Logistics LLC,Lly Logistics,510 Westgreen Blvd Apt 1148,Katy,TX,77450-7597,100041147763,BQ_US_TX_0803939187
10578,Acme Chassis Factory LLC,Acme Chassis Factory,710 Kansas St,South Houston,TX,77587-3107,100012416331,BQ_US_TX_0804501242
10598,"Caramelloks, LLC",,2005 Grand Ave,Bronx,NY,10453-4607,100019974551,BQ_US_NY_5847680
106,A Touch of Faith Cleaning LLC,,4803 Hatteras Rd,Jacksonville,FL,32208-1819,100011883391,BQ_US_FL_L20000181343
10603,"Scrubbiz.com, LLC",ScrubBiz.Com,1210 Capital Cir SE Ste E,Tallahassee,FL,32301-3800,100055560926,BQ_US_FL_L21000216428
10604,Landry Logistics LLC,Landry Logistics,3205 Wynmore Dr,Waco,TX,76706-4268,100005025475,BQ_US_CO_20208125796
10621,Borges Painting LLC,Borges Painting,10742 W Flower St,Avondale,AZ,85392-4017,100001313802,BQ_US_AZ_23194175
10623,Familyties Transport LLC,family ties transport llc,4311 Shady View Dr Apt 2D,Indianapolis,IN,46226-7301,100003142838,BQ_US_SC_1297987
10625,Higher Performance Garage LLC,Higher Performance Garage,1945 Robertson Rd,Modesto,CA,95351-3400,100033717261,BQ_US_CA_202028110837
10636,Proficient Courier Services LLC,Proficient Courier Services,801 Meadow Stone,Converse,TX,78109-1657,100007006301,BQ_US_TX_0803571696
10643,Big Dans Transportation Inc.,Big Dans Transportation .,1371 Sawmill Creek Ln,Cordova,TN,38016-7637,100001163636,BQ_US_TN_001436859
10645,C&J Contractors LLC,C&J Contractors,698 County Road 114 E,San Augustine,TX,75972-3420,100001521458,BQ_US_TX_0804832915
1065,S & D Tax Professionals LLC,,1391 E Highland Ave # 11,Selma,AL,36703-3211,100054581097,BQ_US_AL_001-003-604
10656,Arizona Granite & Solid Surfaces Innovations LLC,Arizona Granite & Solid Surfaces Innovations,875 W Pecos Rd Apt 2133,Chandler,AZ,85225-7614,100014767738,BQ_US_AZ_23116269
10660,Critical Bail B Onds,Critical Bail Bonds,1341 Beville Rd,Daytona Beach,FL,32119-1529,100023333818,BQ_US_FL_P19000050673
10663,Avld Consulting Inc.,AVLD Consulting,23467 Nautical Cir,Moreno Valley,CA,92557-2881,100015646173,BQ_US_CA_4222906
10680,Alvarino Transport Inc,Alvarino Transport,3906 Bloomingdale Ave,Valrico,FL,33596-6009,100013659592,BQ_US_FL_P21000015276
10685,Mel Kids Corp.,Mel Kids,209 Mirin Ave,Roosevelt,NY,11575-1623,100043602973,BQ_US_NY_6022344
10689,"Ridge To Rake Roofing, Inc.","Ridge To Rake Roofing, Inc.",2165 San Diego Ave Ste 102,San Diego,CA,92110-2907,100052903217,BQ_US_CA_4728845
10695,Mc Gonzalez Auto Hauler Corp,MC Gonzalez Auto Hauler,1850 SE 19th Ave,Homestead,FL,33035-1988,100043222210,BQ_US_FL_P21000010611
10697,Leverage Events Limited Co,Leverage Events Limited,5155 Blue Diamond Rd Ste 102,Las Vegas,NV,89139-7698,100040591464,BQ_US_NV_E0596072018-0
10703,Imgc,IM General Contractors,7681 Trainer Hale Rd,Schertz,TX,78154-4544,100035037506,BQ_US_TX_0803457550
10704,"Peak Programs, Inc., A California Nonprofit",Peak Adventures,26802 Pine Cliff Pl,Valencia,CA,91381-0614,100049323110,BQ_US_CA_4831079
10706,"Zeldan Atl, LLC",Back to Nature,615 Glenrose Trl,Alpharetta,GA,30005-8324,100067205391,BQ_US_GA_19025610
1071,Juicyminks'braids&Fashion LLC,,2427 Bon Air Dr,Savannah,GA,31406-2907,100037783264,BQ_US_GA_20237514
10713,Enoch Construction and Partners,Enoch Construction and Partners,580 W 3rd St,Rialto,CA,92376-5721,100027497579,BQ_US_CA_4720084
10717,"Connect Freight Logistics, LLC",Connect Freight Logistics,101 Despejado Dr,Laredo,TX,78045-6850,100002098377,BQ_US_TX_0803537246
1072,Prtb Fountain of Hope Inc.,,705 Forest Pkwy E,Largo,FL,33771-1446,100051044954,BQ_US_FL_N22000000025
10720,Lee-Lofton LLC,Jt And A Trucking,346 California St,Thibodaux,LA,70301-6709,100040513288,BQ_US_LA_43997035K
10723,Big Doss Trucking LLC,Tony Doss,1812 Mayfair Rd,Tallahassee,FL,32303-3518,100017278970,BQ_US_FL_L21000063516
